Association,Timestamp,Consumption 2024,Consumption 2023
As Oy Niittykumpu 9-11 / Niittykallio 1 ja 5,2024-01-01,1.870849609375,-
As Oy Niittykumpu 9-11 / Niittykallio 1 ja 5,2024-01-02,3.89404296875,-
As Oy Niittykumpu 9-11 / Niittykallio 1 ja 5,2024-01-03,3.779052734375,-
As Oy Niittykumpu 9-11 / Niittykallio 1 ja 5,2024-01-04,3.980224609375,-
As Oy Niittykumpu 9-11 / Niittykallio 1 ja 5,2024-01-05,1.14990234375,-
As Oy Niittykumpu 9-11 / Niittykallio 1 ja 5,2024-01-06,2.8330078125,-
As Oy Niittykumpu 9-11 / Niittykallio 1 ja 5,2024-01-07,4.9951171875,-
As Oy Niittykumpu 9-11 / Niittykallio 1 ja 5,2024-01-08,3.456298828125,-
As Oy Niittykumpu 9-11 / Niittykallio 1 ja 5,2024-01-09,2.489013671875,-
As Oy Niittykumpu 9-11 / Niittykallio 1 ja 5,2024-01-10,3.746826171875,-
As Oy Niittykumpu 9-11 / Niittykallio 1 ja 5,2024-01-11,2.738525390625,-
As Oy Niittykumpu 9-11 / Niittykallio 1 ja 5,2024-01-12,3.621826171875,-
As Oy Niittykumpu 9-11 / Niittykallio 1 ja 5,2024-01-13,4.62255859375,-
As Oy Niittykumpu 9-11 / Niittykallio 1 ja 5,2024-01-14,4.291259765625,-
As Oy Niittykumpu 9-11 / Niittykallio 1 ja 5,2024-01-15,2.5,-
As Oy Niittykumpu 9-11 / Niittykallio 1 ja 5,2024-01-16,3.552490234375,-
As Oy Niittykumpu 9-11 / Niittykallio 1 ja 5,2024-01-17,2.321044921875,-
As Oy Niittykumpu 9-11 / Niittykallio 1 ja 5,2024-01-18,12.405517578125,-
As Oy Niittykumpu 9-11 / Niittykallio 1 ja 5,2024-01-19,0.498046875,-
As Oy Niittykumpu 9-11 / Niittykallio 1 ja 5,2024-01-20,-4.759521484375,-
As Oy Niittykumpu 9-11 / Niittykallio 1 ja 5,2024-01-21,4.05126953125,-
As Oy Niittykumpu 9-11 / Niittykallio 1 ja 5,2024-01-22,4.99755859375,-
As Oy Niittykumpu 9-11 / Niittykallio 1 ja 5,2024-01-23,1.579345703125,-
As Oy Niittykumpu 9-11 / Niittykallio 1 ja 5,2024-01-24,4.42333984375,-
As Oy Niittykumpu 9-11 / Niittykallio 1 ja 5,2024-01-25,8.46240234375,-
As Oy Niittykumpu 9-11 / Niittykallio 1 ja 5,2024-01-26,0.67578125,-
As Oy Niittykumpu 9-11 / Niittykallio 1 ja 5,2024-01-27,0.176513671875,-
As Oy Niittykumpu 9-11 / Niittykallio 1 ja 5,2024-01-28,2.632568359375,-
As Oy Niittykumpu 9-11 / Niittykallio 1 ja 5,2024-01-29,2.982421875,-
As Oy Niittykumpu 9-11 / Niittykallio 1 ja 5,2024-01-30,3.3740234375,-
As Oy Niittykumpu 9-11 / Niittykallio 1 ja 5,2024-01-31,2.832763671875,-
