Association,Timestamp,Consumption 2024,Consumption 2023
As Oy Niittykumpu 9-11 / Niittykallio 1 ja 5,2024-04-01,0.8130000028759241,-
As Oy Niittykumpu 9-11 / Niittykallio 1 ja 5,2024-04-02,1.4379999972879887,-
As Oy Niittykumpu 9-11 / Niittykallio 1 ja 5,2024-04-03,1.5950000109151006,-
As Oy Niittykumpu 9-11 / Niittykallio 1 ja 5,2024-04-04,1.3210000023245811,-
As Oy Niittykumpu 9-11 / Niittykallio 1 ja 5,2024-04-05,1.7660000063478947,-
As Oy Niittykumpu 9-11 / Niittykallio 1 ja 5,2024-04-06,1.3740000035613775,-
As Oy Niittykumpu 9-11 / Niittykallio 1 ja 5,2024-04-07,1.3500000042840838,-
As Oy Niittykumpu 9-11 / Niittykallio 1 ja 5,2024-04-08,0.8729999959468842,-
As Oy Niittykumpu 9-11 / Niittykallio 1 ja 5,2024-04-09,0.8770000031217933,-
As Oy Niittykumpu 9-11 / Niittykallio 1 ja 5,2024-04-10,0.9730000058189034,-
As Oy Niittykumpu 9-11 / Niittykallio 1 ja 5,2024-04-11,1.1160000106319785,-
As Oy Niittykumpu 9-11 / Niittykallio 1 ja 5,2024-04-12,0.8390000024810433,-
As Oy Niittykumpu 9-11 / Niittykallio 1 ja 5,2024-04-13,1.1579999988898635,-
As Oy Niittykumpu 9-11 / Niittykallio 1 ja 5,2024-04-14,1.1890000076964498,-
As Oy Niittykumpu 9-11 / Niittykallio 1 ja 5,2024-04-15,0.9830000018700957,-
As Oy Niittykumpu 9-11 / Niittykallio 1 ja 5,2024-04-16,1.1839999919757247,-
As Oy Niittykumpu 9-11 / Niittykallio 1 ja 5,2024-04-17,1.2779999999329448,-
As Oy Niittykumpu 9-11 / Niittykallio 1 ja 5,2024-04-18,1.3070000102743506,-
As Oy Niittykumpu 9-11 / Niittykallio 1 ja 5,2024-04-19,1.6119999941438437,-
As Oy Niittykumpu 9-11 / Niittykallio 1 ja 5,2024-04-20,1.4620000096037984,-
As Oy Niittykumpu 9-11 / Niittykallio 1 ja 5,2024-04-21,1.5020000077784061,-
As Oy Niittykumpu 9-11 / Niittykallio 1 ja 5,2024-04-22,1.71000000461936,-
As Oy Niittykumpu 9-11 / Niittykallio 1 ja 5,2024-04-23,1.521000008098781,-
As Oy Niittykumpu 9-11 / Niittykallio 1 ja 5,2024-04-24,1.1020000074058771,-
As Oy Niittykumpu 9-11 / Niittykallio 1 ja 5,2024-04-25,1.3820000169798732,-
As Oy Niittykumpu 9-11 / Niittykallio 1 ja 5,2024-04-26,1.0800000065937638,-
As Oy Niittykumpu 9-11 / Niittykallio 1 ja 5,2024-04-27,1.0009999992325902,-
As Oy Niittykumpu 9-11 / Niittykallio 1 ja 5,2024-04-28,0.8669999958947301,-
As Oy Niittykumpu 9-11 / Niittykallio 1 ja 5,2024-04-29,0.6050000032410026,-
As Oy Niittykumpu 9-11 / Niittykallio 1 ja 5,2024-04-30,0.5070000011473894,-
