Association,Timestamp,Consumption 2024,Consumption 2023
As Oy Niittykumpu 9-11 / Niittykallio 1 ja 5,2023-12-01,6.48388671875,-
As Oy Niittykumpu 9-11 / Niittykallio 1 ja 5,2023-12-02,6.462646484375,-
As Oy Niittykumpu 9-11 / Niittykallio 1 ja 5,2023-12-03,2.528076171875,-
As Oy Niittykumpu 9-11 / Niittykallio 1 ja 5,2023-12-04,1.690673828125,-
As Oy Niittykumpu 9-11 / Niittykallio 1 ja 5,2023-12-05,1.810546875,-
As Oy Niittykumpu 9-11 / Niittykallio 1 ja 5,2023-12-06,3.88134765625,-
As Oy Niittykumpu 9-11 / Niittykallio 1 ja 5,2023-12-07,2.518798828125,-
As Oy Niittykumpu 9-11 / Niittykallio 1 ja 5,2023-12-08,2.57470703125,-
As Oy Niittykumpu 9-11 / Niittykallio 1 ja 5,2023-12-09,0.94482421875,-
As Oy Niittykumpu 9-11 / Niittykallio 1 ja 5,2023-12-10,8.515869140625,-
As Oy Niittykumpu 9-11 / Niittykallio 1 ja 5,2023-12-11,3.35107421875,-
As Oy Niittykumpu 9-11 / Niittykallio 1 ja 5,2023-12-12,1.65283203125,-
As Oy Niittykumpu 9-11 / Niittykallio 1 ja 5,2023-12-13,3.992431640625,-
As Oy Niittykumpu 9-11 / Niittykallio 1 ja 5,2023-12-14,2.53857421875,-
As Oy Niittykumpu 9-11 / Niittykallio 1 ja 5,2023-12-15,3.481689453125,-
As Oy Niittykumpu 9-11 / Niittykallio 1 ja 5,2023-12-16,1.4736328125,-
As Oy Niittykumpu 9-11 / Niittykallio 1 ja 5,2023-12-17,3.591064453125,-
As Oy Niittykumpu 9-11 / Niittykallio 1 ja 5,2023-12-18,2.617919921875,-
As Oy Niittykumpu 9-11 / Niittykallio 1 ja 5,2023-12-19,2.36865234375,-
As Oy Niittykumpu 9-11 / Niittykallio 1 ja 5,2023-12-20,8.5634765625,-
As Oy Niittykumpu 9-11 / Niittykallio 1 ja 5,2023-12-21,1.907958984375,-
As Oy Niittykumpu 9-11 / Niittykallio 1 ja 5,2023-12-22,1.724609375,-
As Oy Niittykumpu 9-11 / Niittykallio 1 ja 5,2023-12-23,3.273681640625,-
As Oy Niittykumpu 9-11 / Niittykallio 1 ja 5,2023-12-24,5.03857421875,-
As Oy Niittykumpu 9-11 / Niittykallio 1 ja 5,2023-12-25,3.984130859375,-
As Oy Niittykumpu 9-11 / Niittykallio 1 ja 5,2023-12-26,5.44970703125,-
As Oy Niittykumpu 9-11 / Niittykallio 1 ja 5,2023-12-27,1.116455078125,-
As Oy Niittykumpu 9-11 / Niittykallio 1 ja 5,2023-12-28,4.38916015625,-
As Oy Niittykumpu 9-11 / Niittykallio 1 ja 5,2023-12-29,2.683349609375,-
As Oy Niittykumpu 9-11 / Niittykallio 1 ja 5,2023-12-30,3.43115234375,-
As Oy Niittykumpu 9-11 / Niittykallio 1 ja 5,2023-12-31,7.3916015625,-
