Association,Timestamp,Consumption 2024,Consumption 2023
As Oy Niittykumpu 9-11 / Niittykallio 1 ja 5,2024-05-01,0.6670000031590462,-
As Oy Niittykumpu 9-11 / Niittykallio 1 ja 5,2024-05-02,0.5529999975115061,-
As Oy Niittykumpu 9-11 / Niittykallio 1 ja 5,2024-05-03,0.5539999986067414,-
As Oy Niittykumpu 9-11 / Niittykallio 1 ja 5,2024-05-04,0.5179999992251396,-
As Oy Niittykumpu 9-11 / Niittykallio 1 ja 5,2024-05-05,0.5410000029951334,-
As Oy Niittykumpu 9-11 / Niittykallio 1 ja 5,2024-05-06,0.894000000320375,-
As Oy Niittykumpu 9-11 / Niittykallio 1 ja 5,2024-05-07,0.914000004529953,-
As Oy Niittykumpu 9-11 / Niittykallio 1 ja 5,2024-05-08,0.9149999963119626,-
As Oy Niittykumpu 9-11 / Niittykallio 1 ja 5,2024-05-09,1.0029999930411577,-
As Oy Niittykumpu 9-11 / Niittykallio 1 ja 5,2024-05-10,0.8260000087320805,-
As Oy Niittykumpu 9-11 / Niittykallio 1 ja 5,2024-05-11,0.6630000052973628,-
As Oy Niittykumpu 9-11 / Niittykallio 1 ja 5,2024-05-12,0.6760000037029386,-
As Oy Niittykumpu 9-11 / Niittykallio 1 ja 5,2024-05-13,0.5460000019520521,-
As Oy Niittykumpu 9-11 / Niittykallio 1 ja 5,2024-05-14,0.5309999948367476,-
As Oy Niittykumpu 9-11 / Niittykallio 1 ja 5,2024-05-15,0.49099999852478504,-
As Oy Niittykumpu 9-11 / Niittykallio 1 ja 5,2024-05-16,0.4169999985024333,-
As Oy Niittykumpu 9-11 / Niittykallio 1 ja 5,2024-05-17,0.4109999993816018,-
As Oy Niittykumpu 9-11 / Niittykallio 1 ja 5,2024-05-18,0.3850000025704503,-
As Oy Niittykumpu 9-11 / Niittykallio 1 ja 5,2024-05-19,0.392000000923872,-
As Oy Niittykumpu 9-11 / Niittykallio 1 ja 5,2024-05-20,0.4000000022351742,-
As Oy Niittykumpu 9-11 / Niittykallio 1 ja 5,2024-05-21,0.4249999998137355,-
As Oy Niittykumpu 9-11 / Niittykallio 1 ja 5,2024-05-22,0.4140000006882474,-
As Oy Niittykumpu 9-11 / Niittykallio 1 ja 5,2024-05-23,0.3819999983534217,-
As Oy Niittykumpu 9-11 / Niittykallio 1 ja 5,2024-05-24,0.37100000120699406,-
As Oy Niittykumpu 9-11 / Niittykallio 1 ja 5,2024-05-25,0.3690000008791685,-
As Oy Niittykumpu 9-11 / Niittykallio 1 ja 5,2024-05-26,0.30099999997764826,-
